loan_amnt,term,grade,annual_inc,dti,loan_status,term_months,is_default,loan_to_income,small_purchase,dti_bucket,risk_segment
22400.0, 36 months,B,100000.0,14.5,Charged Off,36,1,0.224,0,"(10, 20]",Low Risk
18525.0, 36 months,D,70000.0,21.6,Fully Paid,36,0,0.2646428571428571,0,"(20, 30]",Medium Risk
32400.0, 60 months,F,85000.0,25.92,Charged Off,60,1,0.3811764705882353,0,"(20, 30]",High Risk
15000.0, 60 months,C,51000.0,8.78,Fully Paid,60,0,0.29411764705882354,0,"(0, 10]",Medium Risk
12000.0, 60 months,E,60000.0,23.44,Fully Paid,60,0,0.2,0,"(20, 30]",Medium Risk
22000.0, 36 months,B,93000.0,25.52,Fully Paid,36,0,0.23655913978494625,0,"(20, 30]",Medium Risk
15000.0, 60 months,D,90000.0,3.19,Charged Off,60,1,0.16666666666666666,0,"(0, 10]",Medium Risk
10000.0, 36 months,A,95000.0,7.33,Fully Paid,36,0,0.10526315789473684,0,"(0, 10]",Low Risk
9000.0, 36 months,A,70000.0,16.2,Fully Paid,36,0,0.12857142857142856,0,"(10, 20]",Medium Risk
8400.0, 36 months,B,42000.0,34.06,Fully Paid,36,0,0.2,0,"(30, 100]",Medium Risk
17000.0, 36 months,B,210000.0,11.37,Fully Paid,36,0,0.08095238095238096,0,"(10, 20]",Low Risk
6400.0, 36 months,C,87000.0,10.62,Fully Paid,36,0,0.0735632183908046,0,"(10, 20]",Medium Risk
20000.0, 60 months,C,120000.0,16.28,Current,60,0,0.16666666666666666,0,"(10, 20]",Medium Risk
12000.0, 36 months,B,80000.0,5.42,Fully Paid,36,0,0.15,0,"(0, 10]",Low Risk
5000.0, 36 months,A,100000.0,21.52,Fully Paid,36,0,0.05,0,"(20, 30]",Medium Risk
2000.0, 36 months,A,45000.0,28.08,Fully Paid,36,0,0.044444444444444446,0,"(20, 30]",Medium Risk
6000.0, 36 months,B,100000.0,30.21,Fully Paid,36,0,0.06,0,"(30, 100]",Medium Risk
14275.0, 60 months,E,42000.0,29.2,Charged Off,60,1,0.3398809523809524,0,"(20, 30]",Medium Risk
6000.0, 36 months,C,44543.0,12.8,Fully Paid,36,0,0.13470129986754373,0,"(10, 20]",Medium Risk
9000.0, 36 months,A,31980.0,6.72,Fully Paid,36,0,0.28142589118198874,0,"(0, 10]",Low Risk
10000.0, 36 months,A,65000.0,14.16,Fully Paid,36,0,0.15384615384615385,0,"(10, 20]",Low Risk
27200.0, 60 months,B,97000.0,17.02,Current,60,0,0.2804123711340206,0,"(10, 20]",Medium Risk
18000.0, 36 months,C,120000.0,11.86,Fully Paid,36,0,0.15,0,"(10, 20]",Medium Risk
18400.0, 36 months,D,75000.0,22.93,Fully Paid,36,0,0.24533333333333332,0,"(20, 30]",Medium Risk
10000.0, 36 months,B,54500.0,24.1,Fully Paid,36,0,0.1834862385321101,0,"(20, 30]",Medium Risk
7000.0, 36 months,A,68000.0,1.41,Fully Paid,36,0,0.10294117647058823,0,"(0, 10]",Low Risk
4550.0, 36 months,B,100500.0,28.74,Fully Paid,36,0,0.04527363184079602,0,"(20, 30]",Medium Risk
20000.0, 60 months,C,52000.0,17.06,Charged Off,60,1,0.38461538461538464,0,"(10, 20]",Medium Risk
8000.0, 36 months,B,33000.0,23.38,Fully Paid,36,0,0.24242424242424243,0,"(20, 30]",Medium Risk
27000.0, 36 months,A,55000.0,21.78,Fully Paid,36,0,0.4909090909090909,0,"(20, 30]",Medium Risk
14000.0, 36 months,B,45000.0,21.2,Fully Paid,36,0,0.3111111111111111,0,"(20, 30]",Medium Risk
21000.0, 36 months,C,85000.0,19.37,Fully Paid,36,0,0.24705882352941178,0,"(10, 20]",Medium Risk
12000.0, 60 months,D,44321.0,28.73,Charged Off,60,1,0.27075201371810204,0,"(20, 30]",Medium Risk
9600.0, 36 months,B,96000.0,14.71,Fully Paid,36,0,0.1,0,"(10, 20]",Low Risk
12000.0, 60 months,D,55000.0,18.5,Fully Paid,60,0,0.21818181818181817,0,"(10, 20]",Medium Risk
3000.0, 36 months,C,68000.0,11.86,Fully Paid,36,0,0.04411764705882353,0,"(10, 20]",Medium Risk
14000.0, 60 months,B,85000.0,21.06,Current,60,0,0.16470588235294117,0,"(20, 30]",Medium Risk
15000.0, 36 months,A,60000.0,24.68,Fully Paid,36,0,0.25,0,"(20, 30]",Medium Risk
25000.0, 60 months,C,170000.0,14.77,Fully Paid,60,0,0.14705882352941177,0,"(10, 20]",Medium Risk
20000.0, 60 months,C,120000.0,11.36,Current,60,0,0.16666666666666666,0,"(10, 20]",Medium Risk
15000.0, 36 months,B,120000.0,10.66,Fully Paid,36,0,0.125,0,"(10, 20]",Low Risk
24200.0, 60 months,E,57668.0,31.52,Fully Paid,60,0,0.41964347645141153,0,"(30, 100]",Medium Risk
20000.0, 60 months,C,70000.0,24.34,Current,60,0,0.2857142857142857,0,"(20, 30]",Medium Risk
5000.0, 36 months,B,43507.2,18.46,Fully Paid,36,0,0.11492350691379818,0,"(10, 20]",Medium Risk
20000.0, 60 months,C,75000.0,21.53,Current,60,0,0.26666666666666666,0,"(20, 30]",Medium Risk
14000.0, 60 months,C,110000.0,6.37,Fully Paid,60,0,0.12727272727272726,0,"(0, 10]",Medium Risk
10000.0, 36 months,A,50000.0,10.37,Fully Paid,36,0,0.2,0,"(10, 20]",Low Risk
14400.0, 60 months,C,120000.0,21.57,Current,60,0,0.12,0,"(20, 30]",Medium Risk
24000.0, 36 months,B,80000.0,34.98,Fully Paid,36,0,0.3,0,"(30, 100]",Medium Risk
9100.0, 36 months,B,51376.0,10.88,Fully Paid,36,0,0.1771255060728745,0,"(10, 20]",Low Risk
25000.0, 36 months,D,132000.0,9.05,Fully Paid,36,0,0.1893939393939394,0,"(0, 10]",Medium Risk
15000.0, 36 months,C,40000.0,29.77,Fully Paid,36,0,0.375,0,"(20, 30]",Medium Risk
12000.0, 60 months,E,65000.0,32.7,Charged Off,60,1,0.18461538461538463,0,"(30, 100]",Medium Risk
12000.0, 36 months,C,38350.0,33.08,Fully Paid,36,0,0.31290743155149936,0,"(30, 100]",Medium Risk
9000.0, 36 months,B,115000.0,9.47,Fully Paid,36,0,0.0782608695652174,0,"(0, 10]",Low Risk
6500.0, 36 months,B,54000.0,24.61,Fully Paid,36,0,0.12037037037037036,0,"(20, 30]",Medium Risk
30000.0, 36 months,C,100000.0,26.23,Fully Paid,36,0,0.3,0,"(20, 30]",Medium Risk
9000.0, 36 months,C,75000.0,12.45,Fully Paid,36,0,0.12,0,"(10, 20]",Medium Risk
20000.0, 36 months,A,85000.0,3.4,Fully Paid,36,0,0.23529411764705882,0,"(0, 10]",Low Risk
4875.0, 36 months,D,49000.0,17.98,Fully Paid,36,0,0.09948979591836735,0,"(10, 20]",Medium Risk
9050.0, 36 months,D,56000.0,13.61,Fully Paid,36,0,0.16160714285714287,0,"(10, 20]",Medium Risk
18000.0, 36 months,B,47200.0,30.99,Fully Paid,36,0,0.3813559322033898,0,"(30, 100]",Medium Risk
11050.0, 60 months,F,80000.0,38.36,Fully Paid,60,0,0.138125,0,"(30, 100]",High Risk
20000.0, 36 months,B,78000.0,16.74,Fully Paid,36,0,0.2564102564102564,0,"(10, 20]",Medium Risk
13200.0, 60 months,C,100000.0,23.39,Fully Paid,60,0,0.132,0,"(20, 30]",Medium Risk
7250.0, 36 months,C,14544.0,29.42,Fully Paid,36,0,0.4984873487348735,0,"(20, 30]",Medium Risk
18000.0, 60 months,C,75000.0,23.96,Charged Off,60,1,0.24,0,"(20, 30]",Medium Risk
15000.0, 36 months,B,59800.0,1.87,Fully Paid,36,0,0.2508361204013378,0,"(0, 10]",Low Risk
9600.0, 36 months,B,130000.0,18.82,Fully Paid,36,0,0.07384615384615385,0,"(10, 20]",Medium Risk
11500.0, 36 months,C,75000.0,11.57,Fully Paid,36,0,0.15333333333333332,0,"(10, 20]",Medium Risk
2825.0, 36 months,B,47000.0,8.35,Fully Paid,36,0,0.0601063829787234,0,"(0, 10]",Low Risk
4500.0, 36 months,D,86000.0,28.79,Charged Off,36,1,0.05232558139534884,0,"(20, 30]",Medium Risk
16000.0, 36 months,A,65000.0,26.74,Fully Paid,36,0,0.24615384615384617,0,"(20, 30]",Medium Risk
18000.0, 36 months,A,52000.0,19.52,Fully Paid,36,0,0.34615384615384615,0,"(10, 20]",Medium Risk
10000.0, 60 months,C,40000.0,3.96,Current,60,0,0.25,0,"(0, 10]",Medium Risk
10000.0, 36 months,A,85000.0,10.77,Charged Off,36,1,0.11764705882352941,0,"(10, 20]",Low Risk
30000.0, 36 months,B,66000.0,14.76,Fully Paid,36,0,0.45454545454545453,0,"(10, 20]",Low Risk
31200.0, 60 months,D,106000.0,23.4,Current,60,0,0.2943396226415094,0,"(20, 30]",Medium Risk
8400.0, 36 months,C,62500.0,37.08,Fully Paid,36,0,0.1344,0,"(30, 100]",High Risk
35000.0, 60 months,B,225000.0,24.71,Fully Paid,60,0,0.15555555555555556,0,"(20, 30]",Medium Risk
15000.0, 36 months,A,83000.0,16.69,Fully Paid,36,0,0.18072289156626506,0,"(10, 20]",Medium Risk
6000.0, 36 months,A,125000.0,10.12,Fully Paid,36,0,0.048,0,"(10, 20]",Low Risk
23900.0, 36 months,D,75000.0,12.0,Fully Paid,36,0,0.31866666666666665,0,"(10, 20]",Medium Risk
15200.0, 36 months,C,72000.0,28.13,Charged Off,36,1,0.2111111111111111,0,"(20, 30]",Medium Risk
6600.0, 36 months,A,58000.0,24.79,Fully Paid,36,0,0.11379310344827587,0,"(20, 30]",Medium Risk
14000.0, 36 months,A,200000.0,8.63,Fully Paid,36,0,0.07,0,"(0, 10]",Low Risk
10000.0, 36 months,B,45500.0,28.09,Fully Paid,36,0,0.21978021978021978,0,"(20, 30]",Medium Risk
15300.0, 36 months,B,87000.0,12.0,Fully Paid,36,0,0.17586206896551723,0,"(10, 20]",Low Risk
32000.0, 60 months,E,100000.0,20.75,Fully Paid,60,0,0.32,0,"(20, 30]",Medium Risk
16325.0, 36 months,E,142000.0,19.89,Fully Paid,36,0,0.11496478873239437,0,"(10, 20]",Medium Risk
24000.0, 60 months,D,80000.0,26.97,Fully Paid,60,0,0.3,0,"(20, 30]",Medium Risk
15000.0, 36 months,A,130000.0,14.31,Fully Paid,36,0,0.11538461538461539,0,"(10, 20]",Low Risk
21000.0, 36 months,D,81000.0,23.53,Charged Off,36,1,0.25925925925925924,0,"(20, 30]",Medium Risk
7800.0, 36 months,A,44013.0,14.97,Fully Paid,36,0,0.17722036670983574,0,"(10, 20]",Low Risk
9000.0, 36 months,A,56000.0,13.12,Fully Paid,36,0,0.16071428571428573,0,"(10, 20]",Low Risk
15000.0, 36 months,B,100000.0,34.89,Fully Paid,36,0,0.15,0,"(30, 100]",Medium Risk
35000.0, 60 months,E,107000.0,29.89,Fully Paid,60,0,0.32710280373831774,0,"(20, 30]",Medium Risk
20000.0, 36 months,B,175000.0,8.59,Fully Paid,36,0,0.11428571428571428,0,"(0, 10]",Low Risk
15000.0, 36 months,A,74000.0,15.87,Fully Paid,36,0,0.20270270270270271,0,"(10, 20]",Medium Risk
6000.0, 36 months,A,41000.0,15.06,Fully Paid,36,0,0.14634146341463414,0,"(10, 20]",Medium Risk
30000.0, 60 months,C,150000.0,8.52,Charged Off,60,1,0.2,0,"(0, 10]",Medium Risk
35000.0, 60 months,C,105000.0,8.87,Fully Paid,60,0,0.3333333333333333,0,"(0, 10]",Medium Risk
20000.0, 36 months,A,153000.0,14.06,Fully Paid,36,0,0.13071895424836602,0,"(10, 20]",Low Risk
8000.0, 36 months,B,45000.0,16.93,Charged Off,36,1,0.17777777777777778,0,"(10, 20]",Medium Risk
13000.0, 36 months,A,75000.0,30.7,Fully Paid,36,0,0.17333333333333334,0,"(30, 100]",Medium Risk
5000.0, 36 months,B,34600.0,28.62,Fully Paid,36,0,0.14450867052023122,0,"(20, 30]",Medium Risk
3800.0, 36 months,G,43000.0,39.69,Charged Off,36,1,0.08837209302325581,0,"(30, 100]",High Risk
10000.0, 36 months,B,50000.0,22.73,Fully Paid,36,0,0.2,0,"(20, 30]",Medium Risk
3200.0, 36 months,B,18372.0,32.92,Fully Paid,36,0,0.17417809710428914,0,"(30, 100]",Medium Risk
16000.0, 60 months,C,128000.0,5.98,Current,60,0,0.125,0,"(0, 10]",Medium Risk
12000.0, 36 months,A,58245.0,27.36,Charged Off,36,1,0.20602626834921453,0,"(20, 30]",Medium Risk
2650.0, 36 months,C,23000.0,28.79,Fully Paid,36,0,0.11521739130434783,0,"(20, 30]",Medium Risk
21600.0, 60 months,D,48000.0,33.25,Charged Off,60,1,0.45,0,"(30, 100]",Medium Risk
15000.0, 36 months,C,56000.0,16.85,Charged Off,36,1,0.26785714285714285,0,"(10, 20]",Medium Risk
6000.0, 36 months,C,95000.0,4.51,Fully Paid,36,0,0.06315789473684211,0,"(0, 10]",Medium Risk
16000.0, 60 months,C,60000.0,19.06,Current,60,0,0.26666666666666666,0,"(10, 20]",Medium Risk
4000.0, 36 months,C,75000.0,14.94,Fully Paid,36,0,0.05333333333333334,0,"(10, 20]",Medium Risk
20000.0, 60 months,B,165000.0,18.43,Current,60,0,0.12121212121212122,0,"(10, 20]",Medium Risk
25000.0, 36 months,B,70000.0,15.2,Fully Paid,36,0,0.35714285714285715,0,"(10, 20]",Medium Risk
35000.0, 60 months,E,160000.0,28.64,Fully Paid,60,0,0.21875,0,"(20, 30]",Medium Risk
35000.0, 36 months,C,115000.0,18.67,Fully Paid,36,0,0.30434782608695654,0,"(10, 20]",Medium Risk
23800.0, 36 months,E,75000.0,17.92,Fully Paid,36,0,0.31733333333333336,0,"(10, 20]",Medium Risk
10550.0, 60 months,C,24000.0,32.95,Current,60,0,0.4395833333333333,0,"(30, 100]",Medium Risk
10900.0, 60 months,B,122000.0,15.98,Fully Paid,60,0,0.08934426229508197,0,"(10, 20]",Medium Risk
15000.0, 36 months,D,75496.0,25.04,Fully Paid,36,0,0.19868602310056163,0,"(20, 30]",Medium Risk
6400.0, 36 months,C,30000.0,23.24,Fully Paid,36,0,0.21333333333333335,0,"(20, 30]",Medium Risk
4000.0, 36 months,A,87000.0,12.26,Fully Paid,36,0,0.04597701149425287,0,"(10, 20]",Low Risk
2500.0, 36 months,B,75280.0,16.45,Fully Paid,36,0,0.03320935175345377,0,"(10, 20]",Medium Risk
18000.0, 36 months,C,53000.0,31.66,Fully Paid,36,0,0.33962264150943394,0,"(30, 100]",Medium Risk
25000.0, 60 months,D,75000.0,34.56,Charged Off,60,1,0.3333333333333333,0,"(30, 100]",Medium Risk
18000.0, 60 months,C,63000.0,23.25,Fully Paid,60,0,0.2857142857142857,0,"(20, 30]",Medium Risk
22000.0, 60 months,D,55000.0,30.03,Fully Paid,60,0,0.4,0,"(30, 100]",Medium Risk
12650.0, 36 months,C,36400.0,17.8,Fully Paid,36,0,0.3475274725274725,0,"(10, 20]",Medium Risk
9000.0, 36 months,A,34068.0,11.62,Fully Paid,36,0,0.2641775272983445,0,"(10, 20]",Low Risk
24000.0, 36 months,B,80000.0,17.44,Fully Paid,36,0,0.3,0,"(10, 20]",Medium Risk
35000.0, 60 months,C,111500.0,20.45,Current,60,0,0.31390134529147984,0,"(20, 30]",Medium Risk
5000.0, 36 months,B,30000.0,17.88,Fully Paid,36,0,0.16666666666666666,0,"(10, 20]",Medium Risk
35000.0, 36 months,C,110000.0,16.45,Fully Paid,36,0,0.3181818181818182,0,"(10, 20]",Medium Risk
28000.0, 60 months,C,121000.0,14.35,Fully Paid,60,0,0.23140495867768596,0,"(10, 20]",Medium Risk
2025.0, 36 months,E,75000.0,12.18,Fully Paid,36,0,0.027,0,"(10, 20]",Medium Risk
15000.0, 60 months,C,40000.0,29.76,Current,60,0,0.375,0,"(20, 30]",Medium Risk
10800.0, 60 months,E,30000.0,13.57,Fully Paid,60,0,0.36,0,"(10, 20]",Medium Risk
28025.0, 36 months,C,120000.0,17.17,Charged Off,36,1,0.23354166666666668,0,"(10, 20]",Medium Risk
18850.0, 36 months,C,50000.0,4.25,Fully Paid,36,0,0.377,0,"(0, 10]",Medium Risk
18000.0, 60 months,E,57100.0,5.63,Fully Paid,60,0,0.31523642732049034,0,"(0, 10]",Medium Risk
30000.0, 36 months,C,100000.0,22.62,Fully Paid,36,0,0.3,0,"(20, 30]",Medium Risk
20000.0, 60 months,C,50000.0,33.37,Charged Off,60,1,0.4,0,"(30, 100]",Medium Risk
24000.0, 36 months,B,130000.0,39.05,Fully Paid,36,0,0.18461538461538463,0,"(30, 100]",High Risk
12800.0, 36 months,A,70000.0,23.93,Fully Paid,36,0,0.18285714285714286,0,"(20, 30]",Medium Risk
23100.0, 60 months,C,55000.0,28.74,Current,60,0,0.42,0,"(20, 30]",Medium Risk
18000.0, 60 months,B,52000.0,26.26,Fully Paid,60,0,0.34615384615384615,0,"(20, 30]",Medium Risk
7525.0, 36 months,E,20930.0,31.6,Fully Paid,36,0,0.3595317725752508,0,"(30, 100]",Medium Risk
25000.0, 60 months,E,76000.0,35.58,Current,60,0,0.32894736842105265,0,"(30, 100]",High Risk
23100.0, 60 months,E,55000.0,22.24,Fully Paid,60,0,0.42,0,"(20, 30]",Medium Risk
20000.0, 60 months,E,65000.0,20.2,Charged Off,60,1,0.3076923076923077,0,"(20, 30]",Medium Risk
21125.0, 36 months,C,78000.0,11.35,Fully Paid,36,0,0.2708333333333333,0,"(10, 20]",Medium Risk
3000.0, 36 months,A,45000.0,21.63,Fully Paid,36,0,0.06666666666666667,0,"(20, 30]",Medium Risk
27275.0, 60 months,E,62000.0,14.75,Charged Off,60,1,0.4399193548387097,0,"(10, 20]",Medium Risk
2400.0, 36 months,A,85000.0,28.35,Fully Paid,36,0,0.02823529411764706,0,"(20, 30]",Medium Risk
18000.0, 36 months,B,100000.0,18.41,Fully Paid,36,0,0.18,0,"(10, 20]",Medium Risk
3500.0, 36 months,C,47000.0,32.53,Fully Paid,36,0,0.07446808510638298,0,"(30, 100]",Medium Risk
13000.0, 36 months,B,47000.0,19.2,Fully Paid,36,0,0.2765957446808511,0,"(10, 20]",Medium Risk
12000.0, 36 months,C,110000.0,33.38,Fully Paid,36,0,0.10909090909090909,0,"(30, 100]",Medium Risk
15000.0, 36 months,A,136000.0,13.59,Fully Paid,36,0,0.11029411764705882,0,"(10, 20]",Low Risk
1500.0, 36 months,A,72000.0,12.15,Fully Paid,36,0,0.020833333333333332,0,"(10, 20]",Low Risk
17000.0, 36 months,B,85000.0,24.45,Fully Paid,36,0,0.2,0,"(20, 30]",Medium Risk
13600.0, 60 months,C,48000.0,12.75,Current,60,0,0.2833333333333333,0,"(10, 20]",Medium Risk
5000.0, 36 months,A,25896.0,9.34,Fully Paid,36,0,0.1930800123571208,0,"(0, 10]",Low Risk
16000.0, 60 months,D,65000.0,29.71,Charged Off,60,1,0.24615384615384617,0,"(20, 30]",Medium Risk
5400.0, 36 months,C,46000.0,24.94,Charged Off,36,1,0.11739130434782609,0,"(20, 30]",Medium Risk
14650.0, 60 months,E,49000.0,26.4,Fully Paid,60,0,0.29897959183673467,0,"(20, 30]",Medium Risk
10525.0, 36 months,D,88000.0,8.11,Fully Paid,36,0,0.11960227272727272,0,"(0, 10]",Medium Risk
4475.0, 36 months,D,35000.0,3.22,Charged Off,36,1,0.12785714285714286,0,"(0, 10]",Medium Risk
16800.0, 36 months,C,97000.0,16.78,Fully Paid,36,0,0.1731958762886598,0,"(10, 20]",Medium Risk
16500.0, 36 months,E,57000.0,34.36,Fully Paid,36,0,0.2894736842105263,0,"(30, 100]",Medium Risk
11000.0, 36 months,A,80000.0,11.66,Fully Paid,36,0,0.1375,0,"(10, 20]",Low Risk
20000.0, 36 months,B,60000.0,25.44,Charged Off,36,1,0.3333333333333333,0,"(20, 30]",Medium Risk
21000.0, 60 months,B,89000.0,21.88,Fully Paid,60,0,0.23595505617977527,0,"(20, 30]",Medium Risk
20000.0, 60 months,B,110000.0,26.17,Charged Off,60,1,0.18181818181818182,0,"(20, 30]",Medium Risk
21000.0, 36 months,A,120000.0,14.44,Fully Paid,36,0,0.175,0,"(10, 20]",Low Risk
15000.0, 36 months,A,42000.0,20.54,Fully Paid,36,0,0.35714285714285715,0,"(20, 30]",Medium Risk
9800.0, 36 months,C,24504.0,13.03,Fully Paid,36,0,0.3999347045380346,0,"(10, 20]",Medium Risk
15000.0, 36 months,B,75000.0,20.21,Fully Paid,36,0,0.2,0,"(20, 30]",Medium Risk
18000.0, 36 months,A,103000.0,11.58,Fully Paid,36,0,0.17475728155339806,0,"(10, 20]",Low Risk
1600.0, 36 months,A,76500.0,16.42,Fully Paid,36,0,0.02091503267973856,0,"(10, 20]",Medium Risk
20000.0, 36 months,B,60000.0,17.8,Fully Paid,36,0,0.3333333333333333,0,"(10, 20]",Medium Risk
27300.0, 60 months,C,155000.0,23.23,Fully Paid,60,0,0.1761290322580645,0,"(20, 30]",Medium Risk
10000.0, 36 months,A,120000.0,18.63,Fully Paid,36,0,0.08333333333333333,0,"(10, 20]",Medium Risk
35000.0, 36 months,D,90000.0,27.43,Fully Paid,36,0,0.3888888888888889,0,"(20, 30]",Medium Risk
10000.0, 36 months,C,86000.0,11.57,Charged Off,36,1,0.11627906976744186,0,"(10, 20]",Medium Risk
6025.0, 36 months,D,54000.0,33.6,Fully Paid,36,0,0.11157407407407408,0,"(30, 100]",Medium Risk
15000.0, 60 months,C,77000.0,15.76,Fully Paid,60,0,0.19480519480519481,0,"(10, 20]",Medium Risk
12000.0, 36 months,C,75000.0,32.34,Fully Paid,36,0,0.16,0,"(30, 100]",Medium Risk
23000.0, 36 months,B,62341.0,17.31,Fully Paid,36,0,0.36893857974687605,0,"(10, 20]",Medium Risk
6000.0, 36 months,A,67000.0,12.7,Fully Paid,36,0,0.08955223880597014,0,"(10, 20]",Low Risk
1500.0, 36 months,B,63000.0,7.68,Fully Paid,36,0,0.023809523809523808,0,"(0, 10]",Low Risk
8000.0, 36 months,C,60000.0,5.46,Charged Off,36,1,0.13333333333333333,0,"(0, 10]",Medium Risk
15000.0, 36 months,D,55000.0,25.81,Fully Paid,36,0,0.2727272727272727,0,"(20, 30]",Medium Risk
25000.0, 36 months,A,150000.0,16.93,Fully Paid,36,0,0.16666666666666666,0,"(10, 20]",Medium Risk
2000.0, 36 months,C,42000.0,24.77,Fully Paid,36,0,0.047619047619047616,0,"(20, 30]",Medium Risk
20000.0, 36 months,B,122815.0,15.43,Fully Paid,36,0,0.16284655783088384,0,"(10, 20]",Medium Risk
8400.0, 36 months,A,80000.0,6.42,Fully Paid,36,0,0.105,0,"(0, 10]",Low Risk
20000.0, 36 months,A,78000.0,11.32,Fully Paid,36,0,0.2564102564102564,0,"(10, 20]",Low Risk
16025.0, 60 months,E,70000.0,25.54,Current,60,0,0.22892857142857143,0,"(20, 30]",Medium Risk
4250.0, 36 months,C,55950.0,15.59,Fully Paid,36,0,0.07596067917783736,0,"(10, 20]",Medium Risk
10000.0, 36 months,B,27600.0,12.96,Fully Paid,36,0,0.36231884057971014,0,"(10, 20]",Low Risk
24000.0, 60 months,B,120000.0,12.97,Current,60,0,0.2,0,"(10, 20]",Low Risk
18000.0, 36 months,B,70000.0,24.29,Fully Paid,36,0,0.2571428571428571,0,"(20, 30]",Medium Risk
10000.0, 36 months,C,60000.0,23.9,Fully Paid,36,0,0.16666666666666666,0,"(20, 30]",Medium Risk
5800.0, 36 months,E,90000.0,17.49,Fully Paid,36,0,0.06444444444444444,0,"(10, 20]",Medium Risk
16000.0, 36 months,A,100000.0,6.05,Fully Paid,36,0,0.16,0,"(0, 10]",Low Risk
10000.0, 36 months,C,55000.0,21.49,Fully Paid,36,0,0.18181818181818182,0,"(20, 30]",Medium Risk
12000.0, 60 months,C,95000.0,18.0,Current,60,0,0.12631578947368421,0,"(10, 20]",Medium Risk
12000.0, 60 months,C,40000.0,31.68,Fully Paid,60,0,0.3,0,"(30, 100]",Medium Risk
20000.0, 60 months,C,130000.0,14.86,Fully Paid,60,0,0.15384615384615385,0,"(10, 20]",Medium Risk
24000.0, 60 months,D,55000.0,12.46,Fully Paid,60,0,0.43636363636363634,0,"(10, 20]",Medium Risk
10000.0, 60 months,D,55000.0,30.29,Charged Off,60,1,0.18181818181818182,0,"(30, 100]",Medium Risk
17000.0, 36 months,C,90000.0,18.36,Fully Paid,36,0,0.18888888888888888,0,"(10, 20]",Medium Risk
7000.0, 36 months,B,90000.0,18.12,Fully Paid,36,0,0.07777777777777778,0,"(10, 20]",Medium Risk
3500.0, 36 months,D,48000.0,33.95,Charged Off,36,1,0.07291666666666667,0,"(30, 100]",Medium Risk
25000.0, 60 months,B,80000.0,8.51,Current,60,0,0.3125,0,"(0, 10]",Low Risk
9500.0, 36 months,B,50000.0,25.13,Fully Paid,36,0,0.19,0,"(20, 30]",Medium Risk
20000.0, 60 months,D,77730.0,9.33,Current,60,0,0.2573009134182426,0,"(0, 10]",Medium Risk
4525.0, 36 months,C,50300.0,15.44,Fully Paid,36,0,0.08996023856858847,0,"(10, 20]",Medium Risk
20000.0, 36 months,B,42000.0,23.66,Fully Paid,36,0,0.47619047619047616,0,"(20, 30]",Medium Risk
6000.0, 36 months,C,30000.0,15.92,Fully Paid,36,0,0.2,0,"(10, 20]",Medium Risk
8000.0, 36 months,C,80000.0,25.55,Charged Off,36,1,0.1,0,"(20, 30]",Medium Risk
2000.0, 36 months,B,36400.0,29.01,Fully Paid,36,0,0.054945054945054944,0,"(20, 30]",Medium Risk
20000.0, 36 months,A,125000.0,28.84,Fully Paid,36,0,0.16,0,"(20, 30]",Medium Risk
10000.0, 36 months,A,44000.0,23.19,Fully Paid,36,0,0.22727272727272727,0,"(20, 30]",Medium Risk
18000.0, 36 months,B,134000.0,19.24,Fully Paid,36,0,0.13432835820895522,0,"(10, 20]",Medium Risk
16800.0, 60 months,D,76000.0,33.66,Fully Paid,60,0,0.22105263157894736,0,"(30, 100]",Medium Risk
11700.0, 36 months,C,38000.0,33.99,Fully Paid,36,0,0.3078947368421053,0,"(30, 100]",Medium Risk
7000.0, 36 months,A,93000.0,34.35,Fully Paid,36,0,0.07526881720430108,0,"(30, 100]",Medium Risk
29000.0, 60 months,E,90000.0,1.83,Charged Off,60,1,0.32222222222222224,0,"(0, 10]",Medium Risk
9600.0, 36 months,B,70000.0,17.07,Fully Paid,36,0,0.13714285714285715,0,"(10, 20]",Medium Risk
8600.0, 36 months,A,126202.0,11.84,Fully Paid,36,0,0.06814472036893235,0,"(10, 20]",Low Risk
35000.0, 36 months,B,164000.0,7.08,Fully Paid,36,0,0.21341463414634146,0,"(0, 10]",Low Risk
16000.0, 36 months,A,117000.0,12.0,Charged Off,36,1,0.13675213675213677,0,"(10, 20]",Low Risk
35000.0, 60 months,D,95800.0,27.35,Fully Paid,60,0,0.3653444676409186,0,"(20, 30]",Medium Risk
9425.0, 36 months,E,74796.8,23.15,Fully Paid,36,0,0.12600806451612903,0,"(20, 30]",Medium Risk
10375.0, 60 months,E,100000.0,8.89,Fully Paid,60,0,0.10375,0,"(0, 10]",Medium Risk
25000.0, 60 months,C,80000.0,16.94,Current,60,0,0.3125,0,"(10, 20]",Medium Risk
16000.0, 36 months,A,58000.0,10.32,Fully Paid,36,0,0.27586206896551724,0,"(10, 20]",Low Risk
15000.0, 60 months,E,100000.0,12.01,Charged Off,60,1,0.15,0,"(10, 20]",Medium Risk
20850.0, 60 months,D,129500.0,34.59,Charged Off,60,1,0.161003861003861,0,"(30, 100]",Medium Risk
8000.0, 36 months,C,68000.0,8.65,Fully Paid,36,0,0.11764705882352941,0,"(0, 10]",Medium Risk
35000.0, 36 months,C,280000.0,16.72,Fully Paid,36,0,0.125,0,"(10, 20]",Medium Risk
